STATUS,pg,as of,7/30/2015 9:07:41 AM
MATE,1,Active,53.6
FX,1,FX-1,1.94323,0,3.00561,1.01201,0.0,50.0,55.2,False,Selling, AC Use,0,0,,,126,125,13.5,0,0,8.5,
FX,1,FX-2,1.61463,0,3.1053,0.66698,0.0,49.6,55.2,False,Selling, AC Use,3,0,,,129,127,12.5,0,0,5.5,
FX,1,FX-3,1.40308,0,0.41605,1.4158,0.37,50.0,55.2,True,Selling, AC Use,153,0,,,128,127,11.5,0,0,11.5,
CC,1,CC-4,1.97644,2.1085,2.5,0.0,0.0,50.3,55.5,83,,Bulk,,,29.5,27.5,62,,,,,,
CC,1,CC-5,1.12187,1.18715,1.4,0.0,0.0,50.3,55.5,85,,Bulk,,,21.5,19.5,64,,,,,,
CC,1,CC-6,1.18468,1.25388,1.3,0.0,0.0,50.4,55.5,99,,Bulk,,,25.5,19.5,76,,,,,,
CC,1,CC-7,2.0361,2.12308,2.6,0.0,0.0,50.3,55.4,84,,Bulk,,,31.5,30.5,59,,,,,,
